"name","iso","year","estimate","rounded","indicator","value"
"Other",NA,2010,"lower bound (80% UI)",FALSE,"mmr",12.4456259501591
"Northern Africa",NA,2010,"lower bound (80% UI)",FALSE,"mmr",69.9293413990165
"Sub-Saharan Africa",NA,2010,"lower bound (80% UI)",FALSE,"mmr",589.500595660543
"Latin America",NA,2010,"lower bound (80% UI)",FALSE,"mmr",71.3790674929185
"Caucasus and Central Asia",NA,2010,"lower bound (80% UI)",FALSE,"mmr",32.1635912525185
"Caribbean",NA,2010,"lower bound (80% UI)",FALSE,"mmr",137.019492395009
"Western Asia",NA,2010,"lower bound (80% UI)",FALSE,"mmr",78.7277847322997
"South-eastern Asia",NA,2010,"lower bound (80% UI)",FALSE,"mmr",120.187158843048
"Eastern Asia",NA,2010,"lower bound (80% UI)",FALSE,"mmr",31.6241551541349
"Oceania",NA,2010,"lower bound (80% UI)",FALSE,"mmr",109.015670360151
"World",NA,2010,"lower bound (80% UI)",TRUE,"mmr",237
"Southern Asia",NA,2010,"lower bound (80% UI)",TRUE,"mmr",197
"Other",NA,2010,"lower bound (80% UI)",TRUE,"mmr",12
"Northern Africa",NA,2010,"lower bound (80% UI)",TRUE,"mmr",70
"Sub-Saharan Africa",NA,2010,"lower bound (80% UI)",TRUE,"mmr",590
"Latin America",NA,2010,"lower bound (80% UI)",TRUE,"mmr",71
"Caucasus and Central Asia",NA,2010,"lower bound (80% UI)",TRUE,"mmr",32
"Caribbean",NA,2010,"lower bound (80% UI)",TRUE,"mmr",137
"Western Asia",NA,2010,"lower bound (80% UI)",TRUE,"mmr",79
"South-eastern Asia",NA,2010,"lower bound (80% UI)",TRUE,"mmr",120
"Eastern Asia",NA,2010,"lower bound (80% UI)",TRUE,"mmr",32
"Oceania",NA,2010,"lower bound (80% UI)",TRUE,"mmr",109
"World",NA,2010,"lower bound (80% UI)",FALSE,"matdeaths",326992.270270541
"Southern Asia",NA,2010,"lower bound (80% UI)",FALSE,"matdeaths",75733.2041007909
"Other",NA,2010,"lower bound (80% UI)",FALSE,"matdeaths",1747.79762216655
"Northern Africa",NA,2010,"lower bound (80% UI)",FALSE,"matdeaths",2903.91939701943
"Sub-Saharan Africa",NA,2010,"lower bound (80% UI)",FALSE,"matdeaths",200094.517305392
"Latin America",NA,2010,"lower bound (80% UI)",FALSE,"matdeaths",7309.54913772937
"Caucasus and Central Asia",NA,2010,"lower bound (80% UI)",FALSE,"matdeaths",579.23218505113
"Caribbean",NA,2010,"lower bound (80% UI)",FALSE,"matdeaths",1015.0047745942
"Western Asia",NA,2010,"lower bound (80% UI)",FALSE,"matdeaths",3928.31963867993
"South-eastern Asia",NA,2010,"lower bound (80% UI)",FALSE,"matdeaths",14238.8767816478
"Eastern Asia",NA,2010,"lower bound (80% UI)",FALSE,"matdeaths",5522.24981945053
"Oceania",NA,2010,"lower bound (80% UI)",FALSE,"matdeaths",286.353641648417
"World",NA,2010,"lower bound (80% UI)",TRUE,"matdeaths",327000
"Southern Asia",NA,2010,"lower bound (80% UI)",TRUE,"matdeaths",76000
"Other",NA,2010,"lower bound (80% UI)",TRUE,"matdeaths",1700
"Northern Africa",NA,2010,"lower bound (80% UI)",TRUE,"matdeaths",2900
"Sub-Saharan Africa",NA,2010,"lower bound (80% UI)",TRUE,"matdeaths",2e+05
"Latin America",NA,2010,"lower bound (80% UI)",TRUE,"matdeaths",7300
"Caucasus and Central Asia",NA,2010,"lower bound (80% UI)",TRUE,"matdeaths",580
"Caribbean",NA,2010,"lower bound (80% UI)",TRUE,"matdeaths",1000
"Western Asia",NA,2010,"lower bound (80% UI)",TRUE,"matdeaths",3900
"South-eastern Asia",NA,2010,"lower bound (80% UI)",TRUE,"matdeaths",14000
"Eastern Asia",NA,2010,"lower bound (80% UI)",TRUE,"matdeaths",5500
"Oceania",NA,2010,"lower bound (80% UI)",TRUE,"matdeaths",290
"World",NA,2010,"lower bound (80% UI)",FALSE,"ltr_1per",160.180988963382
"Southern Asia",NA,2010,"lower bound (80% UI)",FALSE,"ltr_1per",171.119643326334
"Other",NA,2010,"lower bound (80% UI)",FALSE,"ltr_1per",4881.69217911902
"Northern Africa",NA,2010,"lower bound (80% UI)",FALSE,"ltr_1per",455.295752999295
"Sub-Saharan Africa",NA,2010,"lower bound (80% UI)",FALSE,"ltr_1per",32.0936867590983
"Latin America",NA,2010,"lower bound (80% UI)",FALSE,"ltr_1per",598.502873388637
"Caucasus and Central Asia",NA,2010,"lower bound (80% UI)",FALSE,"ltr_1per",1114.13165753454
"Caribbean",NA,2010,"lower bound (80% UI)",FALSE,"ltr_1per",311.159097424602
"Western Asia",NA,2010,"lower bound (80% UI)",FALSE,"ltr_1per",387.925438060203
"South-eastern Asia",NA,2010,"lower bound (80% UI)",FALSE,"ltr_1per",335.077205524718
"Eastern Asia",NA,2010,"lower bound (80% UI)",FALSE,"ltr_1per",2087.99678794715
"Oceania",NA,2010,"lower bound (80% UI)",FALSE,"ltr_1per",231.163246938183
"World",NA,2010,"lower bound (80% UI)",TRUE,"ltr_1per",160
"Southern Asia",NA,2010,"lower bound (80% UI)",TRUE,"ltr_1per",170
"Other",NA,2010,"lower bound (80% UI)",TRUE,"ltr_1per",4900
"Northern Africa",NA,2010,"lower bound (80% UI)",TRUE,"ltr_1per",460
"Sub-Saharan Africa",NA,2010,"lower bound (80% UI)",TRUE,"ltr_1per",32
"Latin America",NA,2010,"lower bound (80% UI)",TRUE,"ltr_1per",600
"Caucasus and Central Asia",NA,2010,"lower bound (80% UI)",TRUE,"ltr_1per",1100
"Caribbean",NA,2010,"lower bound (80% UI)",TRUE,"ltr_1per",310
"Western Asia",NA,2010,"lower bound (80% UI)",TRUE,"ltr_1per",390
"South-eastern Asia",NA,2010,"lower bound (80% UI)",TRUE,"ltr_1per",340
"Eastern Asia",NA,2010,"lower bound (80% UI)",TRUE,"ltr_1per",2100
"Oceania",NA,2010,"lower bound (80% UI)",TRUE,"ltr_1per",230
"World",NA,2011,"lower bound (80% UI)",FALSE,"mmr",228.684182110085
"Southern Asia",NA,2011,"lower bound (80% UI)",FALSE,"mmr",186.617314590086
"Other",NA,2011,"lower bound (80% UI)",FALSE,"mmr",12.1440075629575
"Northern Africa",NA,2011,"lower bound (80% UI)",FALSE,"mmr",66.3290335654992
"Sub-Saharan Africa",NA,2011,"lower bound (80% UI)",FALSE,"mmr",567.337847991837
"Latin America",NA,2011,"lower bound (80% UI)",FALSE,"mmr",67.7513683144618
"Caucasus and Central Asia",NA,2011,"lower bound (80% UI)",FALSE,"mmr",30.9488721000744
"Caribbean",NA,2011,"lower bound (80% UI)",FALSE,"mmr",143.402513108152
"Western Asia",NA,2011,"lower bound (80% UI)",FALSE,"mmr",77.7176899714928
"South-eastern Asia",NA,2011,"lower bound (80% UI)",FALSE,"mmr",114.783666653592
"Eastern Asia",NA,2011,"lower bound (80% UI)",FALSE,"mmr",29.2219109587732
"Oceania",NA,2011,"lower bound (80% UI)",FALSE,"mmr",106.077380784279
"World",NA,2011,"lower bound (80% UI)",TRUE,"mmr",229
"Southern Asia",NA,2011,"lower bound (80% UI)",TRUE,"mmr",187
"Other",NA,2011,"lower bound (80% UI)",TRUE,"mmr",12
"Northern Africa",NA,2011,"lower bound (80% UI)",TRUE,"mmr",66
"Sub-Saharan Africa",NA,2011,"lower bound (80% UI)",TRUE,"mmr",567
"Latin America",NA,2011,"lower bound (80% UI)",TRUE,"mmr",68
"Caucasus and Central Asia",NA,2011,"lower bound (80% UI)",TRUE,"mmr",31
"Caribbean",NA,2011,"lower bound (80% UI)",TRUE,"mmr",143
"Western Asia",NA,2011,"lower bound (80% UI)",TRUE,"mmr",78
"South-eastern Asia",NA,2011,"lower bound (80% UI)",TRUE,"mmr",115
"Eastern Asia",NA,2011,"lower bound (80% UI)",TRUE,"mmr",29
"Oceania",NA,2011,"lower bound (80% UI)",TRUE,"mmr",106
"World",NA,2011,"lower bound (80% UI)",FALSE,"matdeaths",316952.077762994
"Southern Asia",NA,2011,"lower bound (80% UI)",FALSE,"matdeaths",71312.3524841083
"Other",NA,2011,"lower bound (80% UI)",FALSE,"matdeaths",1702.11490819085
"Northern Africa",NA,2011,"lower bound (80% UI)",FALSE,"matdeaths",2839.03519338057
"Sub-Saharan Africa",NA,2011,"lower bound (80% UI)",FALSE,"matdeaths",195935.373679075
"Latin America",NA,2011,"lower bound (80% UI)",FALSE,"matdeaths",6918.831386018
"Caucasus and Central Asia",NA,2011,"lower bound (80% UI)",FALSE,"matdeaths",567.008405459763
"Caribbean",NA,2011,"lower bound (80% UI)",FALSE,"matdeaths",1056.92241041127
"Western Asia",NA,2011,"lower bound (80% UI)",FALSE,"matdeaths",3920.81782303993
"South-eastern Asia",NA,2011,"lower bound (80% UI)",FALSE,"matdeaths",13618.0822827121
"Eastern Asia",NA,2011,"lower bound (80% UI)",FALSE,"matdeaths",5142.63114993964
"Oceania",NA,2011,"lower bound (80% UI)",FALSE,"matdeaths",279.984881937258
"World",NA,2011,"lower bound (80% UI)",TRUE,"matdeaths",317000
"Southern Asia",NA,2011,"lower bound (80% UI)",TRUE,"matdeaths",71000
"Other",NA,2011,"lower bound (80% UI)",TRUE,"matdeaths",1700
"Northern Africa",NA,2011,"lower bound (80% UI)",TRUE,"matdeaths",2800
"Sub-Saharan Africa",NA,2011,"lower bound (80% UI)",TRUE,"matdeaths",196000
"Latin America",NA,2011,"lower bound (80% UI)",TRUE,"matdeaths",6900
"Caucasus and Central Asia",NA,2011,"lower bound (80% UI)",TRUE,"matdeaths",570
"Caribbean",NA,2011,"lower bound (80% UI)",TRUE,"matdeaths",1100
"Western Asia",NA,2011,"lower bound (80% UI)",TRUE,"matdeaths",3900
"South-eastern Asia",NA,2011,"lower bound (80% UI)",TRUE,"matdeaths",14000
"Eastern Asia",NA,2011,"lower bound (80% UI)",TRUE,"matdeaths",5100
"Oceania",NA,2011,"lower bound (80% UI)",TRUE,"matdeaths",280
"World",NA,2011,"lower bound (80% UI)",FALSE,"ltr_1per",166.573722409668
"Southern Asia",NA,2011,"lower bound (80% UI)",FALSE,"ltr_1per",184.511587375782
"Other",NA,2011,"lower bound (80% UI)",FALSE,"ltr_1per",4984.24274583464
"Northern Africa",NA,2011,"lower bound (80% UI)",FALSE,"ltr_1per",471.983042485173
"Sub-Saharan Africa",NA,2011,"lower bound (80% UI)",FALSE,"ltr_1per",33.5769337777099
"Latin America",NA,2011,"lower bound (80% UI)",FALSE,"ltr_1per",639.4500802104
"Caucasus and Central Asia",NA,2011,"lower bound (80% UI)",FALSE,"ltr_1per",1145.50547882883
"Caribbean",NA,2011,"lower bound (80% UI)",FALSE,"ltr_1per",292.958414129478
"Western Asia",NA,2011,"lower bound (80% UI)",FALSE,"ltr_1per",397.241879709755
"South-eastern Asia",NA,2011,"lower bound (80% UI)",FALSE,"ltr_1per",353.587173529151
"Eastern Asia",NA,2011,"lower bound (80% UI)",FALSE,"ltr_1per",2234.47823357961
"Oceania",NA,2011,"lower bound (80% UI)",FALSE,"ltr_1per",241.296292557944
"World",NA,2011,"lower bound (80% UI)",TRUE,"ltr_1per",170
"Southern Asia",NA,2011,"lower bound (80% UI)",TRUE,"ltr_1per",180
"Other",NA,2011,"lower bound (80% UI)",TRUE,"ltr_1per",5000
"Northern Africa",NA,2011,"lower bound (80% UI)",TRUE,"ltr_1per",470
"Sub-Saharan Africa",NA,2011,"lower bound (80% UI)",TRUE,"ltr_1per",34
"Latin America",NA,2011,"lower bound (80% UI)",TRUE,"ltr_1per",640
"Caucasus and Central Asia",NA,2011,"lower bound (80% UI)",TRUE,"ltr_1per",1100
"Caribbean",NA,2011,"lower bound (80% UI)",TRUE,"ltr_1per",290
"Western Asia",NA,2011,"lower bound (80% UI)",TRUE,"ltr_1per",400
"South-eastern Asia",NA,2011,"lower bound (80% UI)",TRUE,"ltr_1per",350
"Eastern Asia",NA,2011,"lower bound (80% UI)",TRUE,"ltr_1per",2200
"Oceania",NA,2011,"lower bound (80% UI)",TRUE,"ltr_1per",240
"World",NA,2012,"lower bound (80% UI)",FALSE,"mmr",222.975755692377
"Southern Asia",NA,2012,"lower bound (80% UI)",FALSE,"mmr",177.43488514927
"Other",NA,2012,"lower bound (80% UI)",FALSE,"mmr",11.8394169797471
"Northern Africa",NA,2012,"lower bound (80% UI)",FALSE,"mmr",63.3267883294369
"Sub-Saharan Africa",NA,2012,"lower bound (80% UI)",FALSE,"mmr",553.905598869201
"Latin America",NA,2012,"lower bound (80% UI)",FALSE,"mmr",66.3270073087327
"Caucasus and Central Asia",NA,2012,"lower bound (80% UI)",FALSE,"mmr",29.4033210814433
"Caribbean",NA,2012,"lower bound (80% UI)",FALSE,"mmr",126.766112917212
"Western Asia",NA,2012,"lower bound (80% UI)",FALSE,"mmr",76.855392378088
"South-eastern Asia",NA,2012,"lower bound (80% UI)",FALSE,"mmr",109.845768180946
"Eastern Asia",NA,2012,"lower bound (80% UI)",FALSE,"mmr",27.0572426616244
"Oceania",NA,2012,"lower bound (80% UI)",FALSE,"mmr",103.335205606141
"World",NA,2012,"lower bound (80% UI)",TRUE,"mmr",223
"Southern Asia",NA,2012,"lower bound (80% UI)",TRUE,"mmr",177
"Other",NA,2012,"lower bound (80% UI)",TRUE,"mmr",12
"Northern Africa",NA,2012,"lower bound (80% UI)",TRUE,"mmr",63
"Sub-Saharan Africa",NA,2012,"lower bound (80% UI)",TRUE,"mmr",554
"Latin America",NA,2012,"lower bound (80% UI)",TRUE,"mmr",66
"Caucasus and Central Asia",NA,2012,"lower bound (80% UI)",TRUE,"mmr",29
"Caribbean",NA,2012,"lower bound (80% UI)",TRUE,"mmr",127
"Western Asia",NA,2012,"lower bound (80% UI)",TRUE,"mmr",77
"South-eastern Asia",NA,2012,"lower bound (80% UI)",TRUE,"mmr",110
"Eastern Asia",NA,2012,"lower bound (80% UI)",TRUE,"mmr",27
"Oceania",NA,2012,"lower bound (80% UI)",TRUE,"mmr",103
"World",NA,2012,"lower bound (80% UI)",FALSE,"matdeaths",310386.479544116
"Southern Asia",NA,2012,"lower bound (80% UI)",FALSE,"matdeaths",67507.4654877099
"Other",NA,2012,"lower bound (80% UI)",FALSE,"matdeaths",1655.08490339858
"Northern Africa",NA,2012,"lower bound (80% UI)",FALSE,"matdeaths",2772.84955143652
"Sub-Saharan Africa",NA,2012,"lower bound (80% UI)",FALSE,"matdeaths",194531.950970943
"Latin America",NA,2012,"lower bound (80% UI)",FALSE,"matdeaths",6757.66611880351
"Caucasus and Central Asia",NA,2012,"lower bound (80% UI)",FALSE,"matdeaths",544.71534115923
"Caribbean",NA,2012,"lower bound (80% UI)",FALSE,"matdeaths",929.264061384142
"Western Asia",NA,2012,"lower bound (80% UI)",FALSE,"matdeaths",3913.40356726948
"South-eastern Asia",NA,2012,"lower bound (80% UI)",FALSE,"matdeaths",13035.5939339579
"Eastern Asia",NA,2012,"lower bound (80% UI)",FALSE,"matdeaths",4783.48402227433
"Oceania",NA,2012,"lower bound (80% UI)",FALSE,"matdeaths",274.035665098981
"World",NA,2012,"lower bound (80% UI)",TRUE,"matdeaths",310000
"Southern Asia",NA,2012,"lower bound (80% UI)",TRUE,"matdeaths",68000
"Other",NA,2012,"lower bound (80% UI)",TRUE,"matdeaths",1700
"Northern Africa",NA,2012,"lower bound (80% UI)",TRUE,"matdeaths",2800
"Sub-Saharan Africa",NA,2012,"lower bound (80% UI)",TRUE,"matdeaths",195000
"Latin America",NA,2012,"lower bound (80% UI)",TRUE,"matdeaths",6800
"Caucasus and Central Asia",NA,2012,"lower bound (80% UI)",TRUE,"matdeaths",540
"Caribbean",NA,2012,"lower bound (80% UI)",TRUE,"matdeaths",930
"Western Asia",NA,2012,"lower bound (80% UI)",TRUE,"matdeaths",3900
"South-eastern Asia",NA,2012,"lower bound (80% UI)",TRUE,"matdeaths",13000
"Eastern Asia",NA,2012,"lower bound (80% UI)",TRUE,"matdeaths",4800
"Oceania",NA,2012,"lower bound (80% UI)",TRUE,"matdeaths",270
"World",NA,2012,"lower bound (80% UI)",FALSE,"ltr_1per",171.325907745714
"Southern Asia",NA,2012,"lower bound (80% UI)",FALSE,"ltr_1per",197.860071922803
"Other",NA,2012,"lower bound (80% UI)",FALSE,"ltr_1per",5091.42942465969
"Northern Africa",NA,2012,"lower bound (80% UI)",FALSE,"ltr_1per",487.993689834277
"Sub-Saharan Africa",NA,2012,"lower bound (80% UI)",FALSE,"ltr_1per",34.6723625580663
"Latin America",NA,2012,"lower bound (80% UI)",FALSE,"ltr_1per",661.95825677587
"Caucasus and Central Asia",NA,2012,"lower bound (80% UI)",FALSE,"ltr_1per",1198.056982401
"Caribbean",NA,2012,"lower bound (80% UI)",FALSE,"ltr_1per",333.412076070116
"Western Asia",NA,2012,"lower bound (80% UI)",FALSE,"ltr_1per",406.60443840024
"South-eastern Asia",NA,2012,"lower bound (80% UI)",FALSE,"ltr_1per",372.547160323638
"Eastern Asia",NA,2012,"lower bound (80% UI)",FALSE,"ltr_1per",2386.97578326977
"Oceania",NA,2012,"lower bound (80% UI)",FALSE,"ltr_1per",251.837691933892
"World",NA,2012,"lower bound (80% UI)",TRUE,"ltr_1per",170
"Southern Asia",NA,2012,"lower bound (80% UI)",TRUE,"ltr_1per",200
"Other",NA,2012,"lower bound (80% UI)",TRUE,"ltr_1per",5100
"Northern Africa",NA,2012,"lower bound (80% UI)",TRUE,"ltr_1per",490
"Sub-Saharan Africa",NA,2012,"lower bound (80% UI)",TRUE,"ltr_1per",35
"Latin America",NA,2012,"lower bound (80% UI)",TRUE,"ltr_1per",660
"Caucasus and Central Asia",NA,2012,"lower bound (80% UI)",TRUE,"ltr_1per",1200
"Caribbean",NA,2012,"lower bound (80% UI)",TRUE,"ltr_1per",330
"Western Asia",NA,2012,"lower bound (80% UI)",TRUE,"ltr_1per",410
"South-eastern Asia",NA,2012,"lower bound (80% UI)",TRUE,"ltr_1per",370
"Eastern Asia",NA,2012,"lower bound (80% UI)",TRUE,"ltr_1per",2400
"Oceania",NA,2012,"lower bound (80% UI)",TRUE,"ltr_1per",250
"World",NA,2013,"lower bound (80% UI)",FALSE,"mmr",216.929404252254
"Southern Asia",NA,2013,"lower bound (80% UI)",FALSE,"mmr",168.639132024147
"Other",NA,2013,"lower bound (80% UI)",FALSE,"mmr",11.6099404581776
"Northern Africa",NA,2013,"lower bound (80% UI)",FALSE,"mmr",61.0346863536169
"Sub-Saharan Africa",NA,2013,"lower bound (80% UI)",FALSE,"mmr",537.886463106866
"Latin America",NA,2013,"lower bound (80% UI)",FALSE,"mmr",61.697821409715
"Caucasus and Central Asia",NA,2013,"lower bound (80% UI)",FALSE,"mmr",28.4413714740976
"Caribbean",NA,2013,"lower bound (80% UI)",FALSE,"mmr",138.054473196765
"Western Asia",NA,2013,"lower bound (80% UI)",FALSE,"mmr",76.0278427258479
"South-eastern Asia",NA,2013,"lower bound (80% UI)",FALSE,"mmr",104.519851531452
"Eastern Asia",NA,2013,"lower bound (80% UI)",FALSE,"mmr",25.2340532448802
"Oceania",NA,2013,"lower bound (80% UI)",FALSE,"mmr",100.612581599839
"World",NA,2013,"lower bound (80% UI)",TRUE,"mmr",217
"Southern Asia",NA,2013,"lower bound (80% UI)",TRUE,"mmr",169
"Other",NA,2013,"lower bound (80% UI)",TRUE,"mmr",12
"Northern Africa",NA,2013,"lower bound (80% UI)",TRUE,"mmr",61
"Sub-Saharan Africa",NA,2013,"lower bound (80% UI)",TRUE,"mmr",538
"Latin America",NA,2013,"lower bound (80% UI)",TRUE,"mmr",62
"Caucasus and Central Asia",NA,2013,"lower bound (80% UI)",TRUE,"mmr",28
"Caribbean",NA,2013,"lower bound (80% UI)",TRUE,"mmr",138
"Western Asia",NA,2013,"lower bound (80% UI)",TRUE,"mmr",76
"South-eastern Asia",NA,2013,"lower bound (80% UI)",TRUE,"mmr",105
"Eastern Asia",NA,2013,"lower bound (80% UI)",TRUE,"mmr",25
"Oceania",NA,2013,"lower bound (80% UI)",TRUE,"mmr",101
"World",NA,2013,"lower bound (80% UI)",FALSE,"matdeaths",303030.843247546
"Southern Asia",NA,2013,"lower bound (80% UI)",FALSE,"matdeaths",63932.6784718038
"Other",NA,2013,"lower bound (80% UI)",FALSE,"matdeaths",1619.05960261897
"Northern Africa",NA,2013,"lower bound (80% UI)",FALSE,"matdeaths",2710.70789045492
"Sub-Saharan Africa",NA,2013,"lower bound (80% UI)",FALSE,"matdeaths",191992.903682675
"Latin America",NA,2013,"lower bound (80% UI)",FALSE,"matdeaths",6270.16511338332
"Caucasus and Central Asia",NA,2013,"lower bound (80% UI)",FALSE,"matdeaths",529.809849611497
"Caribbean",NA,2013,"lower bound (80% UI)",FALSE,"matdeaths",1006.25696641551
"Western Asia",NA,2013,"lower bound (80% UI)",FALSE,"matdeaths",3900.48302510913
"South-eastern Asia",NA,2013,"lower bound (80% UI)",FALSE,"matdeaths",12390.7082012244
"Eastern Asia",NA,2013,"lower bound (80% UI)",FALSE,"matdeaths",4464.7344717116
"Oceania",NA,2013,"lower bound (80% UI)",FALSE,"matdeaths",268.114419698882
"World",NA,2013,"lower bound (80% UI)",TRUE,"matdeaths",303000
"Southern Asia",NA,2013,"lower bound (80% UI)",TRUE,"matdeaths",64000
"Other",NA,2013,"lower bound (80% UI)",TRUE,"matdeaths",1600
"Northern Africa",NA,2013,"lower bound (80% UI)",TRUE,"matdeaths",2700
"Sub-Saharan Africa",NA,2013,"lower bound (80% UI)",TRUE,"matdeaths",192000
"Latin America",NA,2013,"lower bound (80% UI)",TRUE,"matdeaths",6300
"Caucasus and Central Asia",NA,2013,"lower bound (80% UI)",TRUE,"matdeaths",530
"Caribbean",NA,2013,"lower bound (80% UI)",TRUE,"matdeaths",1000
"Western Asia",NA,2013,"lower bound (80% UI)",TRUE,"matdeaths",3900
"South-eastern Asia",NA,2013,"lower bound (80% UI)",TRUE,"matdeaths",12000
"Eastern Asia",NA,2013,"lower bound (80% UI)",TRUE,"matdeaths",4500
"Oceania",NA,2013,"lower bound (80% UI)",TRUE,"matdeaths",270
"World",NA,2013,"lower bound (80% UI)",FALSE,"ltr_1per",176.540429247653
"Southern Asia",NA,2013,"lower bound (80% UI)",FALSE,"ltr_1per",212.008621262839
"Other",NA,2013,"lower bound (80% UI)",FALSE,"ltr_1per",5165.85333708471
"Northern Africa",NA,2013,"lower bound (80% UI)",FALSE,"ltr_1per",503.918974011053
"Sub-Saharan Africa",NA,2013,"lower bound (80% UI)",FALSE,"ltr_1per",35.9441497757315
"Latin America",NA,2013,"lower bound (80% UI)",FALSE,"ltr_1per",719.872954830908
"Caucasus and Central Asia",NA,2013,"lower bound (80% UI)",FALSE,"ltr_1per",1236.1177255705
"Caribbean",NA,2013,"lower bound (80% UI)",FALSE,"ltr_1per",309.296975866611
"Western Asia",NA,2013,"lower bound (80% UI)",FALSE,"ltr_1per",415.087550015142
"South-eastern Asia",NA,2013,"lower bound (80% UI)",FALSE,"ltr_1per",395.01412138735
"Eastern Asia",NA,2013,"lower bound (80% UI)",FALSE,"ltr_1per",2534.5741108623
"Oceania",NA,2013,"lower bound (80% UI)",FALSE,"ltr_1per",263.029424131642
"World",NA,2013,"lower bound (80% UI)",TRUE,"ltr_1per",180
"Southern Asia",NA,2013,"lower bound (80% UI)",TRUE,"ltr_1per",210
"Other",NA,2013,"lower bound (80% UI)",TRUE,"ltr_1per",5200
"Northern Africa",NA,2013,"lower bound (80% UI)",TRUE,"ltr_1per",500
"Sub-Saharan Africa",NA,2013,"lower bound (80% UI)",TRUE,"ltr_1per",36
"Latin America",NA,2013,"lower bound (80% UI)",TRUE,"ltr_1per",720
"Caucasus and Central Asia",NA,2013,"lower bound (80% UI)",TRUE,"ltr_1per",1200
"Caribbean",NA,2013,"lower bound (80% UI)",TRUE,"ltr_1per",310
"Western Asia",NA,2013,"lower bound (80% UI)",TRUE,"ltr_1per",420
"South-eastern Asia",NA,2013,"lower bound (80% UI)",TRUE,"ltr_1per",400
"Eastern Asia",NA,2013,"lower bound (80% UI)",TRUE,"ltr_1per",2500
"Oceania",NA,2013,"lower bound (80% UI)",TRUE,"ltr_1per",260
"World",NA,2014,"lower bound (80% UI)",FALSE,"mmr",211.805495241686
"Southern Asia",NA,2014,"lower bound (80% UI)",FALSE,"mmr",159.84621892972
"Other",NA,2014,"lower bound (80% UI)",FALSE,"mmr",11.3844742066875
"Northern Africa",NA,2014,"lower bound (80% UI)",FALSE,"mmr",58.5100162395754
"Sub-Saharan Africa",NA,2014,"lower bound (80% UI)",FALSE,"mmr",524.261791415398
"Latin America",NA,2014,"lower bound (80% UI)",FALSE,"mmr",58.9816284968648
"Caucasus and Central Asia",NA,2014,"lower bound (80% UI)",FALSE,"mmr",27.6094236983778
"Caribbean",NA,2014,"lower bound (80% UI)",FALSE,"mmr",133.981657661451
"Western Asia",NA,2014,"lower bound (80% UI)",FALSE,"mmr",74.5739839058534
"South-eastern Asia",NA,2014,"lower bound (80% UI)",FALSE,"mmr",99.4255221991379
"Eastern Asia",NA,2014,"lower bound (80% UI)",FALSE,"mmr",23.861824874374
"Oceania",NA,2014,"lower bound (80% UI)",FALSE,"mmr",97.8078241233286
"World",NA,2014,"lower bound (80% UI)",TRUE,"mmr",212
"Southern Asia",NA,2014,"lower bound (80% UI)",TRUE,"mmr",160
"Other",NA,2014,"lower bound (80% UI)",TRUE,"mmr",11
"Northern Africa",NA,2014,"lower bound (80% UI)",TRUE,"mmr",59
"Sub-Saharan Africa",NA,2014,"lower bound (80% UI)",TRUE,"mmr",524
"Latin America",NA,2014,"lower bound (80% UI)",TRUE,"mmr",59
"Caucasus and Central Asia",NA,2014,"lower bound (80% UI)",TRUE,"mmr",28
"Caribbean",NA,2014,"lower bound (80% UI)",TRUE,"mmr",134
"Western Asia",NA,2014,"lower bound (80% UI)",TRUE,"mmr",75
"South-eastern Asia",NA,2014,"lower bound (80% UI)",TRUE,"mmr",99
"Eastern Asia",NA,2014,"lower bound (80% UI)",TRUE,"mmr",24
"Oceania",NA,2014,"lower bound (80% UI)",TRUE,"mmr",98
"World",NA,2014,"lower bound (80% UI)",FALSE,"matdeaths",296645.8575061
"Southern Asia",NA,2014,"lower bound (80% UI)",FALSE,"matdeaths",60434.8198976298
"Other",NA,2014,"lower bound (80% UI)",FALSE,"matdeaths",1584.5006830451
"Northern Africa",NA,2014,"lower bound (80% UI)",FALSE,"matdeaths",2612.9894536406
"Sub-Saharan Africa",NA,2014,"lower bound (80% UI)",FALSE,"matdeaths",190083.201954563
"Latin America",NA,2014,"lower bound (80% UI)",FALSE,"matdeaths",5975.96669546926
"Caucasus and Central Asia",NA,2014,"lower bound (80% UI)",FALSE,"matdeaths",514.305583711012
"Caribbean",NA,2014,"lower bound (80% UI)",FALSE,"matdeaths",970.729265355054
"Western Asia",NA,2014,"lower bound (80% UI)",FALSE,"matdeaths",3848.13390495693
"South-eastern Asia",NA,2014,"lower bound (80% UI)",FALSE,"matdeaths",11759.1082117636
"Eastern Asia",NA,2014,"lower bound (80% UI)",FALSE,"matdeaths",4207.34464156647
"Oceania",NA,2014,"lower bound (80% UI)",FALSE,"matdeaths",261.991950009713
"World",NA,2014,"lower bound (80% UI)",TRUE,"matdeaths",297000
"Southern Asia",NA,2014,"lower bound (80% UI)",TRUE,"matdeaths",60000
"Other",NA,2014,"lower bound (80% UI)",TRUE,"matdeaths",1600
"Northern Africa",NA,2014,"lower bound (80% UI)",TRUE,"matdeaths",2600
"Sub-Saharan Africa",NA,2014,"lower bound (80% UI)",TRUE,"matdeaths",190000
"Latin America",NA,2014,"lower bound (80% UI)",TRUE,"matdeaths",6000
"Caucasus and Central Asia",NA,2014,"lower bound (80% UI)",TRUE,"matdeaths",510
